source,section,case,face,arm_label,arm_id,run_tag,republished,status,detail,unscored_cause
amber-crof/results/2026-W37.md,Makeup matrix,A-6fbeb363,ops,d4f-0731,deepseek-v4-flash:0731@crof,makeup,0,pass,✓ 6/6,
amber-crof/results/2026-W37.md,Makeup matrix,A-6fbeb363,ops,glm-5.3-flash,glm-5.3-flash@crof,makeup,0,pass,✓ 6/6,
amber-crof/results/2026-W37.md,Makeup matrix,A-6fbeb363,ops,qwen3.8-27b,qwen3.8-27b@crof,makeup,0,pass,✓ 6/6,
amber-crof/results/2026-W37.md,Makeup matrix,A-8c909d0a,ops,d4f-0731,deepseek-v4-flash:0731@crof,makeup,0,pass,✓ 7/7,
amber-crof/results/2026-W37.md,Makeup matrix,A-8c909d0a,ops,glm-5.3-flash,glm-5.3-flash@crof,makeup,0,fail,✗ 6/7,
amber-crof/results/2026-W37.md,Makeup matrix,A-8c909d0a,ops,qwen3.8-27b,qwen3.8-27b@crof,makeup,0,pass,✓ 7/7,
amber-deepseek/results/2026-W37.md,Full matrix (same-family comparison),A-0676097b,req-drift,"deepseek-flash（官方 GA,W37）",deepseek-flash@deepseek-official,primary,0,pass,✓ 4/4,
amber-deepseek/results/2026-W37.md,Full matrix (same-family comparison),A-0676097b,req-drift,"d4f-0731(CrofAI,W36)",deepseek-v4-flash:0731@crof,primary,1,pass,✓ 4/4,
amber-deepseek/results/2026-W37.md,Full matrix (same-family comparison),A-0676097b,req-drift,"d4f:0731(Ollama,W36)",deepseek-v4-flash:0731@ollama,primary,1,pass,✓ 4/4,
amber-deepseek/results/2026-W37.md,Full matrix (same-family comparison),A-0676097b,req-drift,v4.1-flash-exp（官方，W37）,deepseek-v4.1-flash-exp@deepseek-official,primary,0,pass,✓ 4/4,
amber-deepseek/results/2026-W37.md,Full matrix (same-family comparison),A-13854d9d,text,"deepseek-flash（官方 GA,W37）",deepseek-flash@deepseek-official,primary,0,pass,✓ 5/5,
amber-deepseek/results/2026-W37.md,Full matrix (same-family comparison),A-13854d9d,text,"d4f-0731(CrofAI,W36)",deepseek-v4-flash:0731@crof,primary,1,pass,✓ 5/5,
amber-deepseek/results/2026-W37.md,Full matrix (same-family comparison),A-13854d9d,text,"d4f:0731(Ollama,W36)",deepseek-v4-flash:0731@ollama,primary,1,pass,✓ 5/5,
amber-deepseek/results/2026-W37.md,Full matrix (same-family comparison),A-13854d9d,text,v4.1-flash-exp（官方，W37）,deepseek-v4.1-flash-exp@deepseek-official,primary,0,pass,✓ 5/5,
amber-deepseek/results/2026-W37.md,Full matrix (same-family comparison),A-1fd3683a,text,"deepseek-flash（官方 GA,W37）",deepseek-flash@deepseek-official,primary,0,pass,✓ 2/2,
amber-deepseek/results/2026-W37.md,Full matrix (same-family comparison),A-1fd3683a,text,"d4f-0731(CrofAI,W36)",deepseek-v4-flash:0731@crof,primary,1,pass,✓ 2/2,
amber-deepseek/results/2026-W37.md,Full matrix (same-family comparison),A-1fd3683a,text,"d4f:0731(Ollama,W36)",deepseek-v4-flash:0731@ollama,primary,1,pass,✓ 2/2,
amber-deepseek/results/2026-W37.md,Full matrix (same-family comparison),A-1fd3683a,text,v4.1-flash-exp（官方，W37）,deepseek-v4.1-flash-exp@deepseek-official,primary,0,pass,✓ 2/2,
amber-deepseek/results/2026-W37.md,Full matrix (same-family comparison),A-24bcf707,ops,"deepseek-flash（官方 GA,W37）",deepseek-flash@deepseek-official,primary,0,pass,✓ 5/5,
amber-deepseek/results/2026-W37.md,Full matrix (same-family comparison),A-24bcf707,ops,"d4f-0731(CrofAI,W36)",deepseek-v4-flash:0731@crof,primary,1,pass,✓,
amber-deepseek/results/2026-W37.md,Full matrix (same-family comparison),A-24bcf707,ops,"d4f:0731(Ollama,W36)",deepseek-v4-flash:0731@ollama,primary,1,pass,✓,
amber-deepseek/results/2026-W37.md,Full matrix (same-family comparison),A-24bcf707,ops,v4.1-flash-exp（官方，W37）,deepseek-v4.1-flash-exp@deepseek-official,primary,0,pass,✓ 5/5,
amber-deepseek/results/2026-W37.md,Full matrix (same-family comparison),A-442d4aab,build,"deepseek-flash（官方 GA,W37）",deepseek-flash@deepseek-official,primary,0,pass,✓ 7/7,
amber-deepseek/results/2026-W37.md,Addendum signature matrix,A-442d4aab,,正代 2026-09-10,deepseek-flash@deepseek-official,primary,1,pass,✓ 7/7,
amber-deepseek/results/2026-W37.md,Full matrix (same-family comparison),A-442d4aab,build,"d4f-0731(CrofAI,W36)",deepseek-v4-flash:0731@crof,primary,1,pass,✓ 7/7,
amber-deepseek/results/2026-W37.md,Full matrix (same-family comparison),A-442d4aab,build,"d4f:0731(Ollama,W36)",deepseek-v4-flash:0731@ollama,primary,1,pass,✓ 7/7,
amber-deepseek/results/2026-W37.md,Full matrix (same-family comparison),A-442d4aab,build,v4.1-flash-exp（官方，W37）,deepseek-v4.1-flash-exp@deepseek-official,primary,0,pass,✓ 7/7,
amber-deepseek/results/2026-W37.md,Addendum signature matrix,A-442d4aab,,预览版 W37,deepseek-v4.1-flash-exp@deepseek-official,primary,1,pass,✓ 7/7,
amber-deepseek/results/2026-W37.md,Full matrix (same-family comparison),A-47eea242,review,"deepseek-flash（官方 GA,W37）",deepseek-flash@deepseek-official,primary,0,pass,✓ 3,
amber-deepseek/results/2026-W37.md,Full matrix (same-family comparison),A-47eea242,review,"d4f-0731(CrofAI,W36)",deepseek-v4-flash:0731@crof,primary,1,pass,✓ 3,
amber-deepseek/results/2026-W37.md,Full matrix (same-family comparison),A-47eea242,review,"d4f:0731(Ollama,W36)",deepseek-v4-flash:0731@ollama,primary,1,pass,✓ 2,
amber-deepseek/results/2026-W37.md,Full matrix (same-family comparison),A-47eea242,review,v4.1-flash-exp（官方，W37）,deepseek-v4.1-flash-exp@deepseek-official,primary,0,fail,✗ 1,
amber-deepseek/results/2026-W37.md,Full matrix (same-family comparison),A-569dbe0d,build,"deepseek-flash（官方 GA,W37）",deepseek-flash@deepseek-official,primary,0,pass,✓ 10/10,
amber-deepseek/results/2026-W37.md,Full matrix (same-family comparison),A-569dbe0d,build,"d4f-0731(CrofAI,W36)",deepseek-v4-flash:0731@crof,primary,1,pass,✓ 10/10,
amber-deepseek/results/2026-W37.md,Full matrix (same-family comparison),A-569dbe0d,build,"d4f:0731(Ollama,W36)",deepseek-v4-flash:0731@ollama,primary,1,pass,✓ 10/10,
amber-deepseek/results/2026-W37.md,Full matrix (same-family comparison),A-569dbe0d,build,v4.1-flash-exp（官方，W37）,deepseek-v4.1-flash-exp@deepseek-official,primary,0,pass,✓ 10/10,
amber-deepseek/results/2026-W37.md,Full matrix (same-family comparison),A-61f7ad01,build,"deepseek-flash（官方 GA,W37）",deepseek-flash@deepseek-official,primary,0,pass,✓ 7/7,
amber-deepseek/results/2026-W37.md,Addendum signature matrix,A-61f7ad01,,正代 2026-09-10,deepseek-flash@deepseek-official,primary,1,pass,✓ 7/7,
amber-deepseek/results/2026-W37.md,Full matrix (same-family comparison),A-61f7ad01,build,"d4f-0731(CrofAI,W36)",deepseek-v4-flash:0731@crof,primary,1,fail,✗ 5/7,
amber-deepseek/results/2026-W37.md,Full matrix (same-family comparison),A-61f7ad01,build,"d4f:0731(Ollama,W36)",deepseek-v4-flash:0731@ollama,primary,1,pass,✓ 7/7,
amber-deepseek/results/2026-W37.md,Full matrix (same-family comparison),A-61f7ad01,build,v4.1-flash-exp（官方，W37）,deepseek-v4.1-flash-exp@deepseek-official,primary,0,pass,✓ 7/7,
amber-deepseek/results/2026-W37.md,Addendum signature matrix,A-61f7ad01,,预览版 W37,deepseek-v4.1-flash-exp@deepseek-official,primary,1,pass,✓ 7/7,
amber-deepseek/results/2026-W37.md,Full matrix (same-family comparison),A-641195e2,build,"deepseek-flash（官方 GA,W37）",deepseek-flash@deepseek-official,primary,0,pass,✓ 8/8,
amber-deepseek/results/2026-W37.md,Full matrix (same-family comparison),A-641195e2,build,"d4f-0731(CrofAI,W36)",deepseek-v4-flash:0731@crof,primary,1,pass,✓ 8/8,
amber-deepseek/results/2026-W37.md,Full matrix (same-family comparison),A-641195e2,build,"d4f:0731(Ollama,W36)",deepseek-v4-flash:0731@ollama,primary,1,pass,✓ 8/8,
amber-deepseek/results/2026-W37.md,Full matrix (same-family comparison),A-641195e2,build,v4.1-flash-exp（官方，W37）,deepseek-v4.1-flash-exp@deepseek-official,primary,0,pass,✓ 8/8,
amber-deepseek/results/2026-W37.md,Full matrix (same-family comparison),A-6fbeb363,ops,"deepseek-flash（官方 GA,W37）",deepseek-flash@deepseek-official,primary,0,pass,✓ 6/6,
amber-deepseek/results/2026-W37.md,Full matrix (same-family comparison),A-6fbeb363,ops,"d4f-0731(CrofAI,W36)",deepseek-v4-flash:0731@crof,primary,1,missing,—,
amber-deepseek/results/2026-W37.md,Full matrix (same-family comparison),A-6fbeb363,ops,"d4f:0731(Ollama,W36)",deepseek-v4-flash:0731@ollama,primary,1,missing,—,
amber-deepseek/results/2026-W37.md,Full matrix (same-family comparison),A-6fbeb363,ops,v4.1-flash-exp（官方，W37）,deepseek-v4.1-flash-exp@deepseek-official,primary,0,pass,✓ 6/6,
amber-deepseek/results/2026-W37.md,Full matrix (same-family comparison),A-77d62143,build,"deepseek-flash（官方 GA,W37）",deepseek-flash@deepseek-official,primary,0,pass,✓ 8/8,
amber-deepseek/results/2026-W37.md,Full matrix (same-family comparison),A-77d62143,build,"d4f-0731(CrofAI,W36)",deepseek-v4-flash:0731@crof,primary,1,pass,✓ 8/8,
amber-deepseek/results/2026-W37.md,Full matrix (same-family comparison),A-77d62143,build,"d4f:0731(Ollama,W36)",deepseek-v4-flash:0731@ollama,primary,1,pass,✓ 8/8,
amber-deepseek/results/2026-W37.md,Full matrix (same-family comparison),A-77d62143,build,v4.1-flash-exp（官方，W37）,deepseek-v4.1-flash-exp@deepseek-official,primary,0,pass,✓ 8/8,
amber-deepseek/results/2026-W37.md,Full matrix (same-family comparison),A-791e90ac,text,"deepseek-flash（官方 GA,W37）",deepseek-flash@deepseek-official,primary,0,pass,✓ 6/6,
amber-deepseek/results/2026-W37.md,Addendum signature matrix,A-791e90ac,,正代 2026-09-10,deepseek-flash@deepseek-official,primary,1,pass,✓ 6/6（白卷病已修）,
amber-deepseek/results/2026-W37.md,Full matrix (same-family comparison),A-791e90ac,text,"d4f-0731(CrofAI,W36)",deepseek-v4-flash:0731@crof,primary,1,pass,✓ 6/6,
amber-deepseek/results/2026-W37.md,Full matrix (same-family comparison),A-791e90ac,text,"d4f:0731(Ollama,W36)",deepseek-v4-flash:0731@ollama,primary,1,pass,✓ 6/6,
amber-deepseek/results/2026-W37.md,Full matrix (same-family comparison),A-791e90ac,text,v4.1-flash-exp（官方，W37）,deepseek-v4.1-flash-exp@deepseek-official,primary,0,fail,✗ no code,
amber-deepseek/results/2026-W37.md,Addendum signature matrix,A-791e90ac,,预览版 W37,deepseek-v4.1-flash-exp@deepseek-official,primary,1,fail,✗ no code,
amber-deepseek/results/2026-W37.md,Full matrix (same-family comparison),A-87c472cb,build,"deepseek-flash（官方 GA,W37）",deepseek-flash@deepseek-official,primary,0,fail,✗ 6/8,
amber-deepseek/results/2026-W37.md,Full matrix (same-family comparison),A-87c472cb,build,"d4f-0731(CrofAI,W36)",deepseek-v4-flash:0731@crof,primary,1,fail,✗ 6/8,
amber-deepseek/results/2026-W37.md,Full matrix (same-family comparison),A-87c472cb,build,"d4f:0731(Ollama,W36)",deepseek-v4-flash:0731@ollama,primary,1,fail,✗ 6/8,
amber-deepseek/results/2026-W37.md,Full matrix (same-family comparison),A-87c472cb,build,v4.1-flash-exp（官方，W37）,deepseek-v4.1-flash-exp@deepseek-official,primary,0,fail,✗ 6/8,
amber-deepseek/results/2026-W37.md,Full matrix (same-family comparison),A-8c909d0a,ops,"deepseek-flash（官方 GA,W37）",deepseek-flash@deepseek-official,primary,0,pass,✓ 7/7,
amber-deepseek/results/2026-W37.md,Full matrix (same-family comparison),A-8c909d0a,ops,"d4f-0731(CrofAI,W36)",deepseek-v4-flash:0731@crof,primary,1,missing,—,
amber-deepseek/results/2026-W37.md,Full matrix (same-family comparison),A-8c909d0a,ops,"d4f:0731(Ollama,W36)",deepseek-v4-flash:0731@ollama,primary,1,missing,—,
amber-deepseek/results/2026-W37.md,Full matrix (same-family comparison),A-8c909d0a,ops,v4.1-flash-exp（官方，W37）,deepseek-v4.1-flash-exp@deepseek-official,primary,0,pass,✓ 7/7,
amber-deepseek/results/2026-W37.md,Full matrix (same-family comparison),A-8d4bc770,ops,"deepseek-flash（官方 GA,W37）",deepseek-flash@deepseek-official,primary,0,pass,✓ 5/5,
amber-deepseek/results/2026-W37.md,Full matrix (same-family comparison),A-8d4bc770,ops,"d4f-0731(CrofAI,W36)",deepseek-v4-flash:0731@crof,primary,1,pass,✓,
amber-deepseek/results/2026-W37.md,Full matrix (same-family comparison),A-8d4bc770,ops,"d4f:0731(Ollama,W36)",deepseek-v4-flash:0731@ollama,primary,1,pass,✓,
amber-deepseek/results/2026-W37.md,Full matrix (same-family comparison),A-8d4bc770,ops,v4.1-flash-exp（官方，W37）,deepseek-v4.1-flash-exp@deepseek-official,primary,0,pass,✓ 5/5,
amber-deepseek/results/2026-W37.md,Full matrix (same-family comparison),A-984e80ee,ops,"deepseek-flash（官方 GA,W37）",deepseek-flash@deepseek-official,primary,0,pass,✓ 5/5,
amber-deepseek/results/2026-W37.md,Full matrix (same-family comparison),A-984e80ee,ops,"d4f-0731(CrofAI,W36)",deepseek-v4-flash:0731@crof,primary,1,pass,✓,
amber-deepseek/results/2026-W37.md,Full matrix (same-family comparison),A-984e80ee,ops,"d4f:0731(Ollama,W36)",deepseek-v4-flash:0731@ollama,primary,1,pass,✓,
amber-deepseek/results/2026-W37.md,Full matrix (same-family comparison),A-984e80ee,ops,v4.1-flash-exp（官方，W37）,deepseek-v4.1-flash-exp@deepseek-official,primary,0,pass,✓ 5/5,
amber-deepseek/results/2026-W37.md,Full matrix (same-family comparison),A-a317e74b,verify,"deepseek-flash（官方 GA,W37）",deepseek-flash@deepseek-official,primary,0,fail,✗ 7/15,
amber-deepseek/results/2026-W37.md,Full matrix (same-family comparison),A-a317e74b,verify,"d4f-0731(CrofAI,W36)",deepseek-v4-flash:0731@crof,primary,1,fail,✗ 9/15,
amber-deepseek/results/2026-W37.md,Full matrix (same-family comparison),A-a317e74b,verify,"d4f:0731(Ollama,W36)",deepseek-v4-flash:0731@ollama,primary,1,fail,✗ 14/15,
amber-deepseek/results/2026-W37.md,Full matrix (same-family comparison),A-a317e74b,verify,v4.1-flash-exp（官方，W37）,deepseek-v4.1-flash-exp@deepseek-official,primary,0,fail,✗ 7/15,
amber-deepseek/results/2026-W37.md,Full matrix (same-family comparison),A-a5608487,ops,"deepseek-flash（官方 GA,W37）",deepseek-flash@deepseek-official,primary,0,pass,✓ 5/5,
amber-deepseek/results/2026-W37.md,Full matrix (same-family comparison),A-a5608487,ops,"d4f-0731(CrofAI,W36)",deepseek-v4-flash:0731@crof,primary,1,pass,✓,
amber-deepseek/results/2026-W37.md,Full matrix (same-family comparison),A-a5608487,ops,"d4f:0731(Ollama,W36)",deepseek-v4-flash:0731@ollama,primary,1,fail,✗ 4/5,
amber-deepseek/results/2026-W37.md,Full matrix (same-family comparison),A-a5608487,ops,v4.1-flash-exp（官方，W37）,deepseek-v4.1-flash-exp@deepseek-official,primary,0,pass,✓ 5/5,
amber-deepseek/results/2026-W37.md,Full matrix (same-family comparison),A-be92627f,verify,"deepseek-flash（官方 GA,W37）",deepseek-flash@deepseek-official,primary,0,fail,✗ 4/9,
amber-deepseek/results/2026-W37.md,Full matrix (same-family comparison),A-be92627f,verify,"d4f-0731(CrofAI,W36)",deepseek-v4-flash:0731@crof,primary,1,fail,✗ 4/9,
amber-deepseek/results/2026-W37.md,Full matrix (same-family comparison),A-be92627f,verify,"d4f:0731(Ollama,W36)",deepseek-v4-flash:0731@ollama,primary,1,fail,✗ 7/9,
amber-deepseek/results/2026-W37.md,Full matrix (same-family comparison),A-be92627f,verify,v4.1-flash-exp（官方，W37）,deepseek-v4.1-flash-exp@deepseek-official,primary,0,fail,✗ 4/9,
amber-deepseek/results/2026-W37.md,Full matrix (same-family comparison),A-cdc3d11a,review,"deepseek-flash（官方 GA,W37）",deepseek-flash@deepseek-official,primary,0,fail,✗ -4,
amber-deepseek/results/2026-W37.md,Full matrix (same-family comparison),A-cdc3d11a,review,"d4f-0731(CrofAI,W36)",deepseek-v4-flash:0731@crof,primary,1,fail,✗ -12,
amber-deepseek/results/2026-W37.md,Full matrix (same-family comparison),A-cdc3d11a,review,"d4f:0731(Ollama,W36)",deepseek-v4-flash:0731@ollama,primary,1,fail,✗ -2,
amber-deepseek/results/2026-W37.md,Full matrix (same-family comparison),A-cdc3d11a,review,v4.1-flash-exp（官方，W37）,deepseek-v4.1-flash-exp@deepseek-official,primary,0,fail,✗ -2,
amber-deepseek/results/2026-W37.md,Full matrix (same-family comparison),A-d511f9e8,verify,"deepseek-flash（官方 GA,W37）",deepseek-flash@deepseek-official,primary,0,fail,✗ 4/12,
amber-deepseek/results/2026-W37.md,Full matrix (same-family comparison),A-d511f9e8,verify,"d4f-0731(CrofAI,W36)",deepseek-v4-flash:0731@crof,primary,1,fail,✗ 4/12,
amber-deepseek/results/2026-W37.md,Full matrix (same-family comparison),A-d511f9e8,verify,"d4f:0731(Ollama,W36)",deepseek-v4-flash:0731@ollama,primary,1,fail,✗ 4/12,
amber-deepseek/results/2026-W37.md,Full matrix (same-family comparison),A-d511f9e8,verify,v4.1-flash-exp（官方，W37）,deepseek-v4.1-flash-exp@deepseek-official,primary,0,fail,✗ 4/12,
amber-deepseek/results/2026-W37.md,Full matrix (same-family comparison),A-d9b79b46,ui-build,"deepseek-flash（官方 GA,W37）",deepseek-flash@deepseek-official,primary,0,fail,✗ 未交付,
amber-deepseek/results/2026-W37.md,Full matrix (same-family comparison),A-d9b79b46,ui-build,"d4f-0731(CrofAI,W36)",deepseek-v4-flash:0731@crof,primary,1,fail,✗,
amber-deepseek/results/2026-W37.md,Full matrix (same-family comparison),A-d9b79b46,ui-build,"d4f:0731(Ollama,W36)",deepseek-v4-flash:0731@ollama,primary,1,fail,✗,
amber-deepseek/results/2026-W37.md,Full matrix (same-family comparison),A-d9b79b46,ui-build,v4.1-flash-exp（官方，W37）,deepseek-v4.1-flash-exp@deepseek-official,primary,0,fail,✗,
amber-deepseek/results/2026-W37.md,Full matrix (same-family comparison),A-ea80d793,vision,"deepseek-flash（官方 GA,W37）",deepseek-flash@deepseek-official,primary,0,fail,✗ -2(0/5),
amber-deepseek/results/2026-W37.md,Full matrix (same-family comparison),A-ea80d793,vision,"d4f-0731(CrofAI,W36)",deepseek-v4-flash:0731@crof,primary,1,fail,✗ blank,
amber-deepseek/results/2026-W37.md,Full matrix (same-family comparison),A-ea80d793,vision,"d4f:0731(Ollama,W36)",deepseek-v4-flash:0731@ollama,primary,1,fail,✗ -2,
amber-deepseek/results/2026-W37.md,Full matrix (same-family comparison),A-ea80d793,vision,v4.1-flash-exp（官方，W37）,deepseek-v4.1-flash-exp@deepseek-official,primary,0,fail,✗ -1.0(1/5),
amber-devin/results/2026-W37.md,Full matrix,A-0676097b,req-drift,glm-5-2,glm-5-2@devin,primary,0,fail,✗ 0/4 ∅,
amber-devin/results/2026-W37.md,Full matrix,A-0676097b,req-drift,swe-1-7-medium,swe-1-7-medium@devin,primary,0,fail,✗ 3/4,
amber-devin/results/2026-W37.md,Full matrix,A-0676097b,req-drift,swe-2-high,swe-2-high@devin,primary,0,pass,✓ 4/4,
amber-devin/results/2026-W37.md,Full matrix,A-0676097b,req-drift,swe-2-low,swe-2-high@devin,rerun,1,pass,✓ 4/4,
amber-devin/results/2026-W37.md,Full matrix,A-0676097b,req-drift,swe-2-max,swe-2-max@devin,primary,0,pass,✓ 4/4,
amber-devin/results/2026-W37.md,Full matrix,A-0676097b,req-drift,swe-2-medium,swe-2-medium@devin,primary,0,pass,✓ 4/4,
amber-devin/results/2026-W37.md,Full matrix,A-13854d9d,text,glm-5-2,glm-5-2@devin,primary,0,pass,✓ 5/5,
amber-devin/results/2026-W37.md,Full matrix,A-13854d9d,text,swe-1-7-medium,swe-1-7-medium@devin,primary,0,pass,✓ 5/5,
amber-devin/results/2026-W37.md,Full matrix,A-13854d9d,text,swe-2-high,swe-2-high@devin,primary,0,pass,✓ 5/5,
amber-devin/results/2026-W37.md,Full matrix,A-13854d9d,text,swe-2-low,swe-2-high@devin,rerun,1,pass,✓ 5/5,
amber-devin/results/2026-W37.md,Full matrix,A-13854d9d,text,swe-2-max,swe-2-max@devin,primary,0,pass,✓ 5/5,
amber-devin/results/2026-W37.md,Full matrix,A-13854d9d,text,swe-2-medium,swe-2-medium@devin,primary,0,pass,✓ 5/5,
amber-devin/results/2026-W37.md,Full matrix,A-1fd3683a,text,glm-5-2,glm-5-2@devin,primary,0,pass,✓ 2/2,
amber-devin/results/2026-W37.md,Full matrix,A-1fd3683a,text,swe-1-7-medium,swe-1-7-medium@devin,primary,0,pass,✓ 2/2,
amber-devin/results/2026-W37.md,Full matrix,A-1fd3683a,text,swe-2-high,swe-2-high@devin,primary,0,pass,✓ 2/2,
amber-devin/results/2026-W37.md,Full matrix,A-1fd3683a,text,swe-2-low,swe-2-high@devin,rerun,1,pass,✓ 2/2,
amber-devin/results/2026-W37.md,Full matrix,A-1fd3683a,text,swe-2-max,swe-2-max@devin,primary,0,pass,✓ 2/2,
amber-devin/results/2026-W37.md,Full matrix,A-1fd3683a,text,swe-2-medium,swe-2-medium@devin,primary,0,pass,✓ 2/2,
amber-devin/results/2026-W37.md,Full matrix,A-24bcf707,ops,glm-5-2,glm-5-2@devin,primary,0,fail,✗,
amber-devin/results/2026-W37.md,Full matrix,A-24bcf707,ops,swe-1-7-medium,swe-1-7-medium@devin,primary,0,fail,✗,
amber-devin/results/2026-W37.md,Full matrix,A-24bcf707,ops,swe-2-high,swe-2-high@devin,primary,0,pass,✓,
amber-devin/results/2026-W37.md,Full matrix,A-24bcf707,ops,swe-2-low,swe-2-high@devin,rerun,1,fail,✗,
amber-devin/results/2026-W37.md,Full matrix,A-24bcf707,ops,swe-2-max,swe-2-max@devin,primary,0,pass,✓,
amber-devin/results/2026-W37.md,Full matrix,A-24bcf707,ops,swe-2-medium,swe-2-medium@devin,primary,0,pass,✓,
amber-devin/results/2026-W37.md,Full matrix,A-442d4aab,build,glm-5-2,glm-5-2@devin,primary,0,fail,✗ 1/7,
amber-devin/results/2026-W37.md,Full matrix,A-442d4aab,build,swe-1-7-medium,swe-1-7-medium@devin,primary,0,pass,✓ 7/7,
amber-devin/results/2026-W37.md,Full matrix,A-442d4aab,build,swe-2-high,swe-2-high@devin,primary,0,pass,✓ 7/7,
amber-devin/results/2026-W37.md,Full matrix,A-442d4aab,build,swe-2-low,swe-2-high@devin,rerun,1,pass,✓ 7/7,
amber-devin/results/2026-W37.md,Full matrix,A-442d4aab,build,swe-2-max,swe-2-max@devin,primary,0,pass,✓ 7/7,
amber-devin/results/2026-W37.md,Full matrix,A-442d4aab,build,swe-2-medium,swe-2-medium@devin,primary,0,fail,✗ 1/7,
amber-devin/results/2026-W37.md,Full matrix,A-47eea242,review,glm-5-2,glm-5-2@devin,primary,0,pass,✓ 3,
amber-devin/results/2026-W37.md,Full matrix,A-47eea242,review,swe-1-7-medium,swe-1-7-medium@devin,primary,0,fail,✗ 1,
amber-devin/results/2026-W37.md,Full matrix,A-47eea242,review,swe-2-high,swe-2-high@devin,primary,0,pass,✓ 3,
amber-devin/results/2026-W37.md,Full matrix,A-47eea242,review,swe-2-low,swe-2-high@devin,rerun,1,pass,✓ 4,
amber-devin/results/2026-W37.md,Full matrix,A-47eea242,review,swe-2-max,swe-2-max@devin,primary,0,pass,✓ 3,
amber-devin/results/2026-W37.md,Full matrix,A-47eea242,review,swe-2-medium,swe-2-medium@devin,primary,0,pass,✓ 4,
amber-devin/results/2026-W37.md,Full matrix,A-569dbe0d,build,glm-5-2,glm-5-2@devin,primary,0,fail,✗ 3/10,
amber-devin/results/2026-W37.md,Full matrix,A-569dbe0d,build,swe-1-7-medium,swe-1-7-medium@devin,primary,0,pass,✓ 10/10,
amber-devin/results/2026-W37.md,Full matrix,A-569dbe0d,build,swe-2-high,swe-2-high@devin,primary,0,pass,✓ 10/10,
amber-devin/results/2026-W37.md,Full matrix,A-569dbe0d,build,swe-2-low,swe-2-high@devin,rerun,1,pass,✓ 10/10,
amber-devin/results/2026-W37.md,Full matrix,A-569dbe0d,build,swe-2-max,swe-2-max@devin,primary,0,pass,✓ 10/10,
amber-devin/results/2026-W37.md,Full matrix,A-569dbe0d,build,swe-2-medium,swe-2-medium@devin,primary,0,pass,✓ 10/10,
amber-devin/results/2026-W37.md,Full matrix,A-61f7ad01,build,glm-5-2,glm-5-2@devin,primary,0,pass,✓ 7/7,
amber-devin/results/2026-W37.md,Full matrix,A-61f7ad01,build,swe-1-7-medium,swe-1-7-medium@devin,primary,0,pass,✓ 7/7,
amber-devin/results/2026-W37.md,Full matrix,A-61f7ad01,build,swe-2-high,swe-2-high@devin,primary,0,pass,✓ 7/7,
amber-devin/results/2026-W37.md,Full matrix,A-61f7ad01,build,swe-2-low,swe-2-high@devin,rerun,1,pass,✓ 7/7,
amber-devin/results/2026-W37.md,Full matrix,A-61f7ad01,build,swe-2-max,swe-2-max@devin,primary,0,pass,✓ 7/7,
amber-devin/results/2026-W37.md,Full matrix,A-61f7ad01,build,swe-2-medium,swe-2-medium@devin,primary,0,pass,✓ 7/7,
amber-devin/results/2026-W37.md,Full matrix,A-641195e2,build,glm-5-2,glm-5-2@devin,primary,0,fail,✗ 1/8,
amber-devin/results/2026-W37.md,Full matrix,A-641195e2,build,swe-1-7-medium,swe-1-7-medium@devin,primary,0,pass,✓ 8/8,
amber-devin/results/2026-W37.md,Full matrix,A-641195e2,build,swe-2-high,swe-2-high@devin,primary,0,pass,✓ 8/8,
amber-devin/results/2026-W37.md,Full matrix,A-641195e2,build,swe-2-low,swe-2-high@devin,rerun,1,pass,✓ 8/8,
amber-devin/results/2026-W37.md,Full matrix,A-641195e2,build,swe-2-max,swe-2-max@devin,primary,0,pass,✓ 8/8,
amber-devin/results/2026-W37.md,Full matrix,A-641195e2,build,swe-2-medium,swe-2-medium@devin,primary,0,pass,✓ 8/8,
amber-devin/results/2026-W37.md,Full matrix,A-6fbeb363,ops,glm-5-2,glm-5-2@devin,primary,0,fail,✗ ∅,
amber-devin/results/2026-W37.md,Full matrix,A-6fbeb363,ops,swe-1-7-medium,swe-1-7-medium@devin,primary,0,pass,✓,
amber-devin/results/2026-W37.md,Full matrix,A-6fbeb363,ops,swe-2-high,swe-2-high@devin,primary,0,pass,✓,
amber-devin/results/2026-W37.md,Full matrix,A-6fbeb363,ops,swe-2-low,swe-2-high@devin,rerun,1,pass,✓,
amber-devin/results/2026-W37.md,Full matrix,A-6fbeb363,ops,swe-2-max,swe-2-max@devin,primary,0,pass,✓,
amber-devin/results/2026-W37.md,Full matrix,A-6fbeb363,ops,swe-2-medium,swe-2-medium@devin,primary,0,pass,✓,
amber-devin/results/2026-W37.md,Full matrix,A-77d62143,build,glm-5-2,glm-5-2@devin,primary,0,fail,✗ 3/8,
amber-devin/results/2026-W37.md,Full matrix,A-77d62143,build,swe-1-7-medium,swe-1-7-medium@devin,primary,0,pass,✓ 8/8,
amber-devin/results/2026-W37.md,Full matrix,A-77d62143,build,swe-2-high,swe-2-high@devin,primary,0,pass,✓ 8/8,
amber-devin/results/2026-W37.md,Full matrix,A-77d62143,build,swe-2-low,swe-2-high@devin,rerun,1,pass,✓ 8/8,
